classname         gbflux psfmagr flag_class        z                RA               DEC      bii       lii    a_v
GB6J005504+140802     91  19.519          1 1.666010         13.764680         14.135149 -48.7273  124.2629  0.267
GB6J005505+075529    103  19.533          0 0.000000         13.778319          7.923718 -54.9367  124.5165  0.352
GB6J005517+044410     58  21.293          0 0.000000         13.825964          4.735692 -58.1224  124.7563  0.176
GB6J005529+354443     32  18.163          0 0.000000         13.877443         35.743103 -27.1213  123.8604  0.239
GB6J005544+285515     65  22.457          0 0.000000         13.933353         28.917564 -33.9447  124.0651  0.338
GB6J005545+084956     34  19.581          1 0.981080         13.941883          8.840879 -54.0156  124.7526  0.294
GB6J005550+421427     31  21.730          0 0.000000         13.954760         42.229179 -20.6352  123.7986  0.450
GB6J005606+211046     35  21.707          0 0.000000         14.039079         21.178427 -41.6798  124.4049  0.188
GB6J005614+134114     83  22.512          0 0.000000         14.061736         13.687714 -49.1673  124.7188  0.258
GB6J005620+314215     59  22.475          0 0.000000         14.094210         31.702543 -31.1574  124.1596  0.296
GB6J005642+173303     37  20.911          1 0.644220         14.162072         17.564541 -45.2894  124.6975  0.237
GB6J005652+130725     45  20.613          0 0.000000         14.224238         13.119528 -49.7304  124.9887  0.262
GB6J005655+065248     31  22.590          0 0.000000         14.242083          6.870500 -55.9749  125.3858  0.298
GB6J005655+162510    347  21.023          6 0.206000         14.230393         16.420366 -46.4311  124.8402  0.286
GB6J005703+405949     46  19.270          0 0.000000         14.267626         40.998756 -21.8605  124.0771  0.305
GB6J005718+080559    183  21.418          0 0.000000         14.328197          8.093590 -54.7494  125.4521  0.334
GB6J005733+221837     97  21.613          0 0.000000         14.388845         22.311481 -40.5382  124.7939  0.191
GB6J005740+041810     61  20.912          0 0.000000         14.421617          4.306321 -58.5292  125.9170  0.168
GB6J005747+100651     62  19.151          0 0.000000         14.448753         10.110874 -52.7290  125.5163  0.255
GB6J005748+302114    914  15.358          0 0.000000         14.453696         30.352457 -32.4991  124.5632  0.346
GB6J005815+321119     55  20.080          0 0.000000         14.565057         32.188805 -30.6607  124.6100  0.293
GB6J005822+193705     57  19.346          0 0.000000         14.592030         19.617329 -43.2243  125.1720  0.174
GB6J005825+032932     41  18.881          0 0.000000         14.610927          3.486007 -59.3391  126.3619  0.163
GB6J005832+062020    222  21.036          1 0.592000         14.640856          6.335023 -56.4923  126.1405  0.241
GB6J005832+331107    152  20.967          1 1.369000         14.633638         33.188118 -29.6601  124.6407  0.285
GB6J005854+124615     37  20.215          0 0.000000         14.726012         12.764854 -50.0658  125.7687  0.253
GB6J005913+112143     49  19.242          0 0.000000         14.805479         11.357083 -51.4683  125.9957  0.252
GB6J005924+270335     68  16.958          0 0.000000         14.851750         27.059057 -35.7788  125.1191  0.354
GB6J005935+122051     81  18.151          0 0.000000         14.899768         12.348566 -50.4735  126.0647  0.259
GB6J005944+123010     63  22.758          0 0.000000         14.929001         12.495128 -50.3257  126.0979  0.257
GB6J005951+045106     62  19.446          0 0.000000         14.954763          4.845045 -57.9626  126.8701  0.169
GB6J005958+112147     90  20.762          0 0.000000         14.996809         11.361595 -51.4543  126.2960  0.248
GB6J010008+030525    115  21.266          0 0.000000         15.038102          3.086759 -59.7119  127.2486  0.142
GB6J010020+074546    101  21.375          4 0.464570         15.086619          7.764284 -55.0408  126.7853  0.266
GB6J010022+283044    137  21.778          0 0.000000         15.093058         28.510452 -34.3201  125.3086  0.351
GB6J010025+014438     43  19.754          0 0.000000         15.100848          1.745993 -61.0451  127.5637  0.134
GB6J010033+002153     59  17.790          1 0.752430         15.139595          0.366722 -62.4177  127.8613  0.161
GB6J010037+334513    119  19.681          1 2.144000         15.159558         33.751709 -29.0809  125.1203  0.278
GB6J010054+195812     80  21.754          0 0.000000         15.226910         19.975550 -42.8404  125.9671  0.170
GB6J010106+203738     70  20.274          1 2.376380         15.279744         20.620621 -42.1936  125.9901  0.157
GB6J010111+032436     30  17.136          0 0.000000         15.307204          3.407551 -59.3729  127.7325  0.137
GB6J010115+060530     88  21.165          0 0.000000         15.311128          6.095699 -56.6914  127.3745  0.196
GB6J010153+253641     52  20.345          0 0.000000         15.475842         25.612774 -37.1988  125.8943  0.317
GB6J010157+163935    214  19.917          0 0.000000         15.490498         16.661377 -46.1360  126.5707  0.229
GB6J010205+062730     37  21.156          0 0.000000         15.520994          6.461523 -56.3115  127.7038  0.194
GB6J010208+040315     46  20.627          1 2.740320         15.538173          4.055799 -58.7088  128.0817  0.133
GB6J010227+421414    121  18.667          1 0.874000         15.613139         42.238609 -20.5866  125.1095  0.423
GB6J010236+042030    118  19.626          0 0.000000         15.655603          4.350126 -58.4059  128.2595  0.139
GB6J010239+002207     38  20.769          0 0.000000         15.670150          0.362106 -62.3770  129.0031  0.170
GB6J010256+101300     79  18.949          0 0.000000         15.727299         10.215291 -52.5530  127.5771  0.209
GB6J010300+183125     67  20.786          0 0.000000         15.767736         18.526928 -44.2578  126.7836  0.219
GB6J010313+013254     56  21.545          0 0.000000         15.806517          1.551728 -61.1799  129.0523  0.134
GB6J010320+131951     57  21.452          1 2.669840         15.837613         13.326398 -49.4422  127.3915  0.184
GB6J010323+043817     53  17.304          0 0.000000         15.851814          4.635386 -58.1049  128.5837  0.140
GB6J010327+152607    199  18.319          4 0.246000         15.858341         15.440186 -47.3321  127.1992  0.257
GB6J010336+280442     41  22.067          0 0.000000         15.898054         28.082115 -34.7126  126.1936  0.336
GB6J010341+423925    149  17.504          0 0.000000         15.916890         42.659901 -20.1550  125.3266  0.457
GB6J010348+270725     61  18.927          4 0.207870         15.962750         27.110750 -35.6790  126.3330  0.366
GB6J010354+073731     32  20.291          1 0.858800         15.988040          7.623813 -55.1160  128.3595  0.202
GB6J010408+294856     77  18.887          0 0.000000         16.034682         29.818247 -32.9725  126.2159  0.356
GB6J010427+091659     42  18.876          0 0.000000         16.124414          9.281814 -53.4525  128.3483  0.207
GB6J010432+075217     35  24.398          0 0.000000         16.143293          7.863352 -54.8640  128.5904  0.209
GB6J010522+284443     50  21.582          0 0.000000         16.348448         28.747211 -34.0245  126.6232  0.332
GB6J010540+100612     54  21.221          0 0.000000         16.420688         10.106009 -52.6058  128.7113  0.201
GB6J010550+325426     42  18.930          4 0.179670         16.457164         32.904282 -29.8701  126.4152  0.305
GB6J010556+191229    190  20.863          1 0.878670         16.480172         19.207800 -43.5312  127.6503  0.202
GB6J010559+060052    112  19.191          0 0.000000         16.496548          6.016479 -56.6689  129.5250  0.149
GB6J010559+340200    245  24.139          1 0.579000         16.501200         34.034180 -28.7402  126.3737  0.262
GB6J010608+204432     32  20.187          0 0.000000         16.533013         20.741923 -41.9978  127.5566  0.185
GB6J010610+253928    214  18.999          4 0.199000         16.545689         25.658466 -37.0940  127.0985  0.371
GB6J010728+033338     49  20.817          0 0.000000         16.869052          3.563504 -59.0650  130.7346  0.128
GB6J010743+255840    113  19.343          0 0.000000         16.937174         25.978889 -36.7479  127.5079  0.400
GB6J010746+131159    215  18.734          1 0.760290         16.941502         13.201443 -49.4761  129.0549  0.171
GB6J010748+261107    344  21.332          1 0.522000         16.949510         26.185736 -36.5408  127.5013  0.405
GB6J010749+072303     36  22.499          0 0.000000         16.943867          7.374115 -55.2715  130.0547  0.181
GB6J010803+265957    160  20.229          0 0.000000         17.014693         27.000544 -35.7239  127.4933  0.372
GB6J010805+083332     46  24.751          0 0.000000         17.021806          8.552561 -54.0918  129.9617  0.227
GB6J010838+013516   4180  18.089          1 2.099000         17.161547          1.583422 -60.9908  131.8273  0.126
GB6J010838+140428    132  19.006          1 1.700490         17.161784         14.074593 -48.5860  129.2477  0.193
GB6J010907+181555     69  16.917          6 1.038340         17.284071         18.268746 -44.4006  128.8174  0.252
GB6J010915+240046     33  19.302          0 0.000000         17.311127         24.009575 -38.6819  128.1433  0.247
GB6J010927+075811     83  19.817          0 0.000000         17.364260          7.974366 -54.6270  130.6540  0.227
GB6J010927+243321     42  21.284          0 0.000000         17.360775         24.554375 -38.1353  128.1392  0.269
GB6J011010+290638     58  22.520          0 0.000000         17.541992         29.108278 -33.5848  127.8435  0.328
GB6J011032+071455    168  19.601          0 0.000000         17.637581          7.245071 -55.3165  131.2817  0.201
GB6J011038+253639     42  19.153          0 0.000000         17.662071         25.609089 -37.0601  128.3609  0.390
GB6J011107+201258     60  20.406          1 0.443600         17.780383         20.210609 -42.4217  129.1925  0.208
GB6J011114+171320     99  19.513          1 2.198530         17.810072         17.224611 -45.3878  129.6722  0.260
GB6J011124+344206     37  18.952          0 0.000000         17.853588         34.698505 -27.9928  127.5812  0.286
GB6J011130+003401     41  18.714          1 1.321420         17.874782          0.575388 -61.8793  133.6208  0.151
GB6J011145+110002     59  20.427          1 1.084610         17.939190         11.005818 -51.5487  130.9665  0.221
GB6J011155+315525     76  23.049          0 0.000000         17.977610         31.925194 -30.7456  127.9863  0.322
GB6J011205+224448    304  14.758          6 0.265000         18.024252         22.744110 -39.8784  129.1427  0.234
GB6J011208+202021    281  17.242          1 0.746000         18.042446         20.339386 -42.2676  129.5048  0.220
GB6J011212+174335     58  21.397          1 3.345880         18.047385         17.727432 -44.8629  129.9116  0.249
GB6J011212+352221    364  18.365          1 0.450000         18.053944         35.372040 -27.3074  127.6979  0.301
GB6J011248+170901    100  17.789          0 0.000000         18.204269         17.158669 -45.4105  130.2157  0.274
GB6J011250+320832    415  16.447          1 0.603000         18.209700         32.138210 -30.5149  128.1906  0.322
GB6J011259+152911    261  17.737          4 0.043850         18.248223         15.491323 -47.0606  130.5664  0.248
